http://www.imooc.com/code/1852,code,1852,2345,117.35.88.11,陕西省,2016-11-10 00:01:02
http://www.imooc.com/code/2053,code,2053,331,211.162.33.31,福建省,2016-11-10 00:01:02
http://www.imooc.com/code/3500,code,3500,54,116.22.196.70,广东省,2016-11-10 00:01:02
http://www.imooc.com/code/547,code,547,54,119.130.229.90,广东省,2016-11-10 00:01:02
http://www.imooc.com/code/2053,code,2053,2954,211.162.33.31,福建省,2016-11-10 00:01:02
http://www.imooc.com/video/8701,video,8701,54,106.39.41.166,北京市,2016-11-10 00:01:02
http://www.imooc.com/ceping/4191,ceping,0,7227,39.186.247.142,浙江省,2016-11-10 00:01:02
http://www.imooc.com/video/5915/0,video,5915,54,113.140.11.123,陕西省,2016-11-10 00:01:02
http://www.imooc.com/code/75,code,75,2152,125.119.9.35,浙江省,2016-11-10 00:01:02
http://www.imooc.com/video/9819,video,9819,54,125.122.216.102,浙江省,2016-11-10 00:01:02
http://www.imooc.com/code/75,code,75,358,125.119.9.35,浙江省,2016-11-10 00:01:02
http://www.imooc.com/video/6335,video,6335,54,116.231.219.242,上海市,2016-11-10 00:01:02
http://www.imooc.com/code/939,code,939,54,120.85.249.51,广东省,2016-11-10 00:01:02
http://www.imooc.com/code/1852,code,1852,2640,117.35.88.11,陕西省,2016-11-10 00:01:02
http://www.imooc.com/video/7629,video,7629,54,61.136.143.62,湖北省,2016-11-10 00:01:02
http://www.imooc.com/code/2053,code,2053,2202,211.162.33.31,福建省,2016-11-10 00:01:02
http://www.imooc.com/video/3237,video,3237,2957,39.186.247.142,浙江省,2016-11-10 00:01:02
http://www.imooc.com/course/program,course,0,10760,122.234.145.54,浙江省,2016-11-10 00:01:02
http://www.imooc.com/code/75,code,75,66,125.119.9.35,浙江省,2016-11-10 00:01:02
http://www.imooc.com/code/5515,code,5515,54,113.100.63.27,广东省,2016-11-10 00:01:02
http://www.imooc.com/code/3036,code,3036,67,171.43.210.54,湖北省,2016-11-10 00:01:02
http://www.imooc.com/code/1852,code,1852,996,117.35.88.11,陕西省,2016-11-10 00:01:02
http://www.imooc.com/video/7053,video,7053,54,59.42.206.247,广东省,2016-11-10 00:01:02
http://www.imooc.com/video/3237,video,3237,66,39.186.247.142,浙江省,2016-11-10 00:01:02
http://www.imooc.com/video/3510,video,3510,67,61.135.172.68,北京市,2016-11-10 00:01:02
http://www.imooc.com/video/13265,video,13265,67,45.115.145.45,全球,2016-11-10 00:01:02
http://www.imooc.com/video/13182,video,13182,54,61.149.133.159,北京市,2016-11-10 00:01:02
http://www.imooc.com/video/2665,video,2665,54,180.160.212.7,上海市,2016-11-10 00:01:02
http://www.imooc.com/code/2053,code,2053,72,211.162.33.31,福建省,2016-11-10 00:01:02
http://www.imooc.com/,,0,8090,60.247.55.196,北京市,2016-11-10 00:01:02
http://www.imooc.com/video/7311,video,7311,54,125.90.48.103,广东省,2016-11-10 00:01:02
http://www.imooc.com/video/5685,video,5685,54,106.187.95.195,全球,2016-11-10 00:01:02
http://www.imooc.com/code/1072,code,1072,54,218.202.138.233,内蒙古自治区,2016-11-10 00:01:02
http://www.imooc.com/course/list?c=data,course,0,0,60.247.55.196,北京市,2016-11-10 00:01:02
http://www.imooc.com/code/75,code,75,318,125.119.9.35,浙江省,2016-11-10 00:01:02
http://www.imooc.com/code/75,code,75,54,183.128.156.144,浙江省,2016-11-10 00:01:02
http://www.imooc.com/code/1579,code,1579,67,183.24.102.142,广东省,2016-11-10 00:01:02
http://www.imooc.com/code/2053,code,2053,1482,211.162.33.31,福建省,2016-11-10 00:01:02
http://www.imooc.com/course/list?c=data,course,0,0,60.247.55.196,北京市,2016-11-10 00:01:02
